order_id,origin_hub,destination_town,distance_km,vehicle_type,road_condition,weather,traffic_level,order_type,num_stops,package_weight_kg,rider_experience_years,time_of_day,day_of_week,is_weekend,network_signal,delivery_time_minutes
ORD10535,Birnin Kebbi Hub,Argungu,62.3,Motorcycle,Paved,Clear,Low,Documents,1,7.2,3.4,Evening,Tuesday,False,Weak,76.7
ORD10536,Birnin Kebbi Hub,Argungu,62.1,Motorcycle,Unpaved,Rain,High,Documents,0,8.6,1.5,Evening,Thursday,False,Weak,361.1
ORD10537,Birnin Kebbi Hub,Yauri,168.3,Motorcycle,Paved,Clear,Medium,Documents,4,2.0,0.7,Morning,Tuesday,False,Weak,267.5
ORD10538,Birnin Kebbi Hub,Bunza,39.8,Motorcycle,Paved,Rain,Low,Food,0,4.0,6.6,Midday,Thursday,False,Strong,75.7
ORD10539,Birnin Kebbi Hub,Kamba,128.1,Truck,Unpaved,Clear,Low,Parcel,3,3.1,1.2,Morning,Tuesday,False,Strong,365.4
ORD10540,Birnin Kebbi Hub,Aliero,34.0,Motorcycle,Unpaved,Clear,Low,Bulk Goods,2,32.2,3.2,Afternoon,Saturday,True,Weak,110.1
ORD10541,Birnin Kebbi Hub,Argungu,44.6,Motorcycle,Unpaved,Clear,Low,Parcel,2,6.5,0.3,Midday,Monday,False,Strong,109.2
ORD10542,Birnin Kebbi Hub,Zuru,163.5,Motorcycle,Paved,Harmattan Dust,Low,Bulk Goods,0,17.8,1.5,Evening,Friday,False,Strong,237.6
ORD10543,Birnin Kebbi Hub,Birnin Kebbi,6.2,Motorcycle,Paved,Harmattan Dust,Medium,Parcel,0,0.2,1.0,Midday,Friday,False,No Signal,23.6
ORD10544,Birnin Kebbi Hub,Zuru,162.4,Keke (Tricycle),Unpaved,Harmattan Dust,High,Documents,0,1.1,1.7,Afternoon,Wednesday,False,Weak,1169.7
ORD10545,Birnin Kebbi Hub,Argungu,49.8,Motorcycle,Paved,Clear,High,Parcel,0,0.2,4.8,Evening,Saturday,True,Weak,102.5
ORD10546,Birnin Kebbi Hub,Argungu,62.8,Motorcycle,Unpaved,Rain,Medium,Parcel,0,22.2,2.3,Morning,Sunday,True,Weak,276.5
ORD10547,Birnin Kebbi Hub,Birnin Kebbi,4.6,Van,Paved,Clear,Low,Food,1,1.7,3.3,Morning,Sunday,True,Strong,45.1
ORD10548,Birnin Kebbi Hub,Kamba,131.0,Motorcycle,Unpaved,Rain,Medium,Parcel,3,4.5,1.3,Morning,Tuesday,False,Strong,528.0
ORD10549,Birnin Kebbi Hub,Bunza,45.5,Van,Unpaved,Harmattan Dust,Medium,Parcel,0,2.6,0.4,Morning,Thursday,False,Weak,148.7
ORD10550,Birnin Kebbi Hub,Aliero,38.1,Keke (Tricycle),Unpaved,Harmattan Dust,High,Bulk Goods,3,14.3,3.5,Evening,Wednesday,False,Strong,299.1
ORD10551,Birnin Kebbi Hub,Bunza,39.3,Keke (Tricycle),Unpaved,Clear,Medium,Food,3,0.5,1.7,Afternoon,Tuesday,False,Strong,177.8
ORD10552,Birnin Kebbi Hub,Birnin Kebbi,5.0,Keke (Tricycle),Paved,Clear,Low,Parcel,0,8.5,0.9,Midday,Thursday,False,No Signal,28.7
ORD10553,Birnin Kebbi Hub,Aliero,31.2,Van,Unpaved,Clear,High,Parcel,2,2.5,1.5,Morning,Friday,False,Weak,144.8
ORD10554,Birnin Kebbi Hub,Kamba,128.1,Keke (Tricycle),Unpaved,Rain,Medium,Food,0,1.3,2.0,Midday,Wednesday,False,Weak,782.2
ORD10555,Birnin Kebbi Hub,Jega,48.4,Motorcycle,Unpaved,Clear,Low,Food,0,3.7,4.1,Midday,Wednesday,False,Strong,107.4
ORD10556,Birnin Kebbi Hub,Jega,45.5,Van,Paved,Harmattan Dust,High,Bulk Goods,0,10.3,0.8,Morning,Wednesday,False,No Signal,131.4
ORD10557,Birnin Kebbi Hub,Aliero,38.2,Van,Paved,Clear,Medium,Parcel,0,4.0,1.9,Midday,Wednesday,False,Weak,64.1
ORD10558,Birnin Kebbi Hub,Birnin Kebbi,6.0,Motorcycle,Paved,Clear,Medium,Food,0,5.5,0.4,Afternoon,Monday,False,Strong,17.7
ORD10559,Birnin Kebbi Hub,Aliero,37.4,Motorcycle,Paved,Clear,High,Food,1,10.0,2.6,Midday,Monday,False,Strong,93.4
ORD10560,Birnin Kebbi Hub,Zuru,203.6,Keke (Tricycle),Unpaved,Rain,Low,Parcel,1,13.3,3.8,Afternoon,Tuesday,False,Strong,1007.4
ORD10561,Birnin Kebbi Hub,Bunza,51.4,Van,Paved,Clear,Medium,Parcel,0,1.5,2.3,Evening,Wednesday,False,Strong,72.1
ORD10562,Birnin Kebbi Hub,Argungu,56.5,Motorcycle,Unpaved,Harmattan Dust,Medium,Bulk Goods,1,38.3,1.8,Afternoon,Saturday,True,No Signal,233.7
ORD10563,Birnin Kebbi Hub,Birnin Kebbi,5.7,Motorcycle,Paved,Clear,Low,Parcel,0,2.7,3.4,Afternoon,Monday,False,Weak,29.4
ORD10564,Birnin Kebbi Hub,Argungu,67.7,Motorcycle,Paved,Clear,Medium,Parcel,0,1.3,2.3,Morning,Thursday,False,Weak,108.0
ORD10565,Birnin Kebbi Hub,Jega,56.3,Keke (Tricycle),Unpaved,Clear,High,Documents,0,13.9,2.0,Evening,Saturday,True,No Signal,348.2
ORD10566,Birnin Kebbi Hub,Bunza,37.7,Motorcycle,Paved,Rain,High,Food,2,1.4,1.0,Morning,Friday,False,Strong,131.1
ORD10567,Birnin Kebbi Hub,Birnin Kebbi,5.6,Motorcycle,Paved,Harmattan Dust,Low,Food,0,1.0,1.5,Evening,Monday,False,Weak,14.2
ORD10568,Birnin Kebbi Hub,Birnin Kebbi,7.3,Keke (Tricycle),Paved,Clear,Medium,Food,1,0.2,3.4,Morning,Monday,False,Strong,43.6
ORD10569,Birnin Kebbi Hub,Jega,54.9,Van,Unpaved,Clear,Low,Food,0,1.8,1.1,Morning,Saturday,True,Strong,107.9
ORD10570,Birnin Kebbi Hub,Aliero,35.3,Keke (Tricycle),Unpaved,Clear,Medium,Bulk Goods,1,41.2,6.2,Afternoon,Sunday,True,Strong,171.2
ORD10571,Birnin Kebbi Hub,Yauri,156.1,Keke (Tricycle),Unpaved,Harmattan Dust,Medium,Bulk Goods,0,29.4,0.7,Midday,Monday,False,Weak,779.0
ORD10572,Birnin Kebbi Hub,Argungu,66.2,Motorcycle,Unpaved,Rain,High,Food,0,2.3,3.6,Morning,Sunday,True,Strong,384.2
ORD10573,Birnin Kebbi Hub,Aliero,37.6,Motorcycle,Unpaved,Harmattan Dust,High,Parcel,0,4.2,2.3,Morning,Sunday,True,Strong,180.1
ORD10574,Birnin Kebbi Hub,Bunza,39.1,Motorcycle,Unpaved,Harmattan Dust,High,Bulk Goods,0,27.1,2.7,Midday,Friday,False,Weak,199.6
ORD10575,Birnin Kebbi Hub,Jega,55.1,Motorcycle,Paved,Clear,Low,Parcel,3,2.1,0.2,Midday,Monday,False,Weak,82.8
ORD10576,Birnin Kebbi Hub,Zuru,156.6,Keke (Tricycle),Unpaved,Clear,High,Documents,2,0.3,3.5,Afternoon,Friday,False,No Signal,921.7
ORD10577,Birnin Kebbi Hub,Zuru,200.5,Keke (Tricycle),Unpaved,Harmattan Dust,Medium,Food,0,4.3,0.8,Midday,Thursday,False,Strong,986.6
ORD10578,Birnin Kebbi Hub,Aliero,31.9,Motorcycle,Unpaved,Clear,Low,Food,0,2.9,1.9,Morning,Thursday,False,Strong,71.3
ORD10579,Birnin Kebbi Hub,Birnin Kebbi,6.9,Motorcycle,Unpaved,Harmattan Dust,Low,Parcel,0,2.7,4.2,Midday,Friday,False,Weak,27.0
ORD10580,Birnin Kebbi Hub,Birnin Kebbi,3.7,Motorcycle,Paved,Clear,Low,Bulk Goods,0,31.5,1.6,Afternoon,Sunday,True,Strong,38.4
ORD10581,Birnin Kebbi Hub,Kamba,153.5,Keke (Tricycle),Paved,Clear,Medium,Parcel,1,9.0,1.4,Morning,Thursday,False,Weak,367.9
ORD10582,Birnin Kebbi Hub,Birnin Kebbi,9.2,Motorcycle,Unpaved,Clear,Medium,Documents,0,5.8,1.9,Afternoon,Friday,False,Weak,34.1
ORD10583,Birnin Kebbi Hub,Birnin Kebbi,7.7,Van,Paved,Clear,Low,Food,0,13.8,1.1,Evening,Friday,False,Weak,24.0
ORD10584,Birnin Kebbi Hub,Jega,50.6,Keke (Tricycle),Unpaved,Clear,Medium,Parcel,0,6.4,2.4,Midday,Thursday,False,Strong,206.9
ORD10585,Birnin Kebbi Hub,Birnin Kebbi,6.0,Motorcycle,Paved,Clear,High,Food,0,3.0,0.7,Evening,Saturday,True,No Signal,33.8
ORD10586,Birnin Kebbi Hub,Argungu,58.3,Keke (Tricycle),Unpaved,Clear,Medium,Documents,1,7.2,2.6,Afternoon,Friday,False,Weak,261.6
ORD10587,Birnin Kebbi Hub,Birnin Kebbi,7.8,Motorcycle,Paved,Harmattan Dust,Low,Documents,3,0.7,0.2,Midday,Thursday,False,Strong,36.8
ORD10588,Birnin Kebbi Hub,Argungu,61.9,Motorcycle,Paved,Harmattan Dust,Medium,Food,0,11.4,0.7,Afternoon,Monday,False,Strong,130.6
ORD10589,Birnin Kebbi Hub,Jega,40.5,Keke (Tricycle),Paved,Clear,Low,Parcel,0,6.5,5.8,Midday,Sunday,True,Weak,87.3
ORD10590,Birnin Kebbi Hub,Kamba,170.3,Motorcycle,Unpaved,Clear,Low,Parcel,0,5.2,2.2,Midday,Tuesday,False,Weak,341.8
ORD10591,Birnin Kebbi Hub,Bunza,40.0,Motorcycle,Unpaved,Harmattan Dust,Low,Bulk Goods,2,28.1,0.4,Midday,Tuesday,False,Weak,139.9
ORD10592,Birnin Kebbi Hub,Argungu,73.7,Van,Unpaved,Rain,Low,Food,0,0.2,0.6,Evening,Monday,False,Weak,221.4
ORD10593,Birnin Kebbi Hub,Birnin Kebbi,9.2,Motorcycle,Paved,Clear,Low,Food,1,1.6,4.0,Afternoon,Monday,False,Weak,37.2
ORD10594,Birnin Kebbi Hub,Kamba,135.6,Keke (Tricycle),Unpaved,Clear,High,Food,0,0.9,2.2,Midday,Thursday,False,Strong,768.8
ORD10595,Birnin Kebbi Hub,Aliero,35.2,Motorcycle,Unpaved,Harmattan Dust,Medium,Documents,0,4.0,0.6,Afternoon,Friday,False,Weak,123.6
ORD10596,Birnin Kebbi Hub,Birnin Kebbi,4.6,Motorcycle,Paved,Clear,Low,Documents,0,4.3,1.8,Morning,Thursday,False,Weak,25.5
ORD10597,Birnin Kebbi Hub,Argungu,49.9,Keke (Tricycle),Unpaved,Clear,Low,Parcel,1,1.8,1.9,Evening,Saturday,True,Weak,184.8
ORD10598,Birnin Kebbi Hub,Zuru,170.0,Motorcycle,Paved,Harmattan Dust,Medium,Parcel,0,3.4,1.6,Morning,Tuesday,False,Strong,309.0
ORD10599,Birnin Kebbi Hub,Zuru,176.4,Motorcycle,Unpaved,Clear,High,Documents,1,0.8,1.4,Afternoon,Monday,False,No Signal,666.8
ORD10600,Birnin Kebbi Hub,Birnin Kebbi,4.0,Keke (Tricycle),Paved,Harmattan Dust,Medium,Parcel,3,4.9,2.2,Evening,Tuesday,False,Weak,52.0
ORD10601,Birnin Kebbi Hub,Kamba,133.0,Van,Paved,Harmattan Dust,Low,Parcel,0,3.7,4.0,Midday,Thursday,False,Weak,174.4
ORD10602,Birnin Kebbi Hub,Bunza,42.2,Truck,Paved,Rain,Medium,Parcel,1,6.5,0.8,Evening,Monday,False,Weak,123.0
ORD10603,Birnin Kebbi Hub,Kamba,161.9,Keke (Tricycle),Paved,Clear,Low,Bulk Goods,3,40.5,6.5,Morning,Monday,False,Weak,335.7
ORD10604,Birnin Kebbi Hub,Zuru,155.5,Keke (Tricycle),Paved,Rain,Medium,Parcel,3,3.1,3.9,Afternoon,Tuesday,False,Strong,537.1
ORD10605,Birnin Kebbi Hub,Bunza,55.0,Motorcycle,Unpaved,Harmattan Dust,Low,Food,2,4.1,4.5,Midday,Monday,False,Strong,143.6
ORD10606,Birnin Kebbi Hub,Bunza,38.9,Keke (Tricycle),Paved,Clear,Low,Parcel,0,2.3,1.2,Evening,Wednesday,False,Weak,85.7
ORD10607,Birnin Kebbi Hub,Kamba,177.5,Truck,Paved,Clear,Low,Parcel,0,4.5,2.6,Midday,Friday,False,No Signal,251.1
ORD10608,Birnin Kebbi Hub,Jega,71.7,Van,Paved,Clear,High,Food,0,2.8,0.6,Evening,Sunday,True,Strong,144.3
ORD10609,Birnin Kebbi Hub,Argungu,73.3,Motorcycle,Unpaved,Rain,Low,Parcel,1,6.4,0.4,Midday,Saturday,True,Strong,250.3
ORD10610,Birnin Kebbi Hub,Birnin Kebbi,7.7,Motorcycle,Unpaved,Harmattan Dust,Low,Bulk Goods,0,29.6,9.3,Afternoon,Sunday,True,Weak,45.6
ORD10611,Birnin Kebbi Hub,Birnin Kebbi,8.7,Motorcycle,Paved,Clear,Low,Food,1,4.9,4.0,Evening,Friday,False,Strong,21.5
ORD10612,Birnin Kebbi Hub,Argungu,66.0,Motorcycle,Unpaved,Clear,Low,Parcel,0,6.0,1.5,Midday,Friday,False,Weak,151.8
ORD10613,Birnin Kebbi Hub,Jega,64.5,Motorcycle,Paved,Clear,Low,Parcel,0,3.0,0.8,Midday,Thursday,False,Strong,90.4
ORD10614,Birnin Kebbi Hub,Bunza,48.4,Keke (Tricycle),Unpaved,Clear,Medium,Food,2,2.1,2.0,Evening,Friday,False,Weak,226.6
ORD10615,Birnin Kebbi Hub,Aliero,40.9,Van,Unpaved,Harmattan Dust,High,Parcel,0,2.7,2.2,Evening,Tuesday,False,Weak,187.0
ORD10616,Birnin Kebbi Hub,Yauri,131.0,Motorcycle,Unpaved,Rain,High,Food,0,6.2,1.2,Evening,Wednesday,False,Strong,738.9
ORD10617,Birnin Kebbi Hub,Aliero,45.1,Keke (Tricycle),Unpaved,Clear,High,Parcel,3,1.7,3.7,Evening,Monday,False,Strong,278.8
ORD10618,Birnin Kebbi Hub,Zuru,187.2,Keke (Tricycle),Unpaved,Clear,High,Food,0,1.2,0.7,Evening,Monday,False,Strong,1061.7
ORD10619,Birnin Kebbi Hub,Bunza,35.9,Motorcycle,Paved,Harmattan Dust,Medium,Food,1,0.8,1.1,Midday,Saturday,True,Weak,85.0
ORD10620,Birnin Kebbi Hub,Birnin Kebbi,4.8,Keke (Tricycle),Paved,Clear,High,Parcel,2,2.7,3.6,Morning,Saturday,True,No Signal,56.0
ORD10621,Birnin Kebbi Hub,Birnin Kebbi,9.0,Van,Paved,Harmattan Dust,Low,Parcel,1,5.1,2.6,Evening,Wednesday,False,Weak,26.4
ORD10622,Birnin Kebbi Hub,Birnin Kebbi,1.5,Motorcycle,Paved,Harmattan Dust,Low,Parcel,0,1.4,3.4,Midday,Saturday,True,Strong,11.3
ORD10623,Birnin Kebbi Hub,Birnin Kebbi,6.2,Motorcycle,Paved,Harmattan Dust,Medium,Parcel,2,0.2,3.2,Evening,Saturday,True,Strong,21.1
ORD10624,Birnin Kebbi Hub,Aliero,39.1,Motorcycle,Unpaved,Clear,Low,Food,4,1.2,7.8,Morning,Thursday,False,Strong,96.0
ORD10625,Birnin Kebbi Hub,Birnin Kebbi,7.1,Motorcycle,Paved,Clear,Low,Bulk Goods,1,21.2,8.0,Afternoon,Thursday,False,Strong,25.7
ORD10626,Birnin Kebbi Hub,Kamba,130.9,Truck,Unpaved,Clear,Low,Food,0,1.2,4.1,Evening,Thursday,False,Strong,319.6
ORD10627,Birnin Kebbi Hub,Zuru,199.7,Motorcycle,Paved,Clear,Medium,Food,0,0.3,5.7,Afternoon,Tuesday,False,Strong,275.7
ORD10628,Birnin Kebbi Hub,Zuru,229.0,Motorcycle,Paved,Rain,High,Food,1,0.9,2.3,Midday,Friday,False,Weak,713.8
ORD10629,Birnin Kebbi Hub,Aliero,36.6,Motorcycle,Paved,Clear,Medium,Parcel,3,0.6,4.1,Morning,Tuesday,False,Weak,73.0
ORD10630,Birnin Kebbi Hub,Birnin Kebbi,4.6,Keke (Tricycle),Paved,Harmattan Dust,Low,Parcel,0,15.4,1.1,Midday,Monday,False,Weak,26.5
ORD10631,Birnin Kebbi Hub,Birnin Kebbi,4.6,Keke (Tricycle),Paved,Rain,Low,Parcel,0,1.4,1.4,Morning,Sunday,True,Strong,33.9
ORD10632,Birnin Kebbi Hub,Bunza,39.6,Motorcycle,Paved,Harmattan Dust,Medium,Parcel,0,6.2,5.1,Morning,Monday,False,Weak,70.5
ORD10633,Birnin Kebbi Hub,Argungu,70.0,Keke (Tricycle),Paved,Harmattan Dust,High,Food,0,0.3,1.9,Morning,Sunday,True,Weak,290.5
ORD10634,Birnin Kebbi Hub,Birnin Kebbi,4.6,Keke (Tricycle),Paved,Clear,High,Documents,0,2.1,1.0,Midday,Friday,False,Weak,29.7
ORD10635,Birnin Kebbi Hub,Argungu,60.4,Motorcycle,Paved,Clear,Low,Parcel,0,0.2,1.3,Evening,Monday,False,Weak,80.5
ORD10636,Birnin Kebbi Hub,Jega,45.4,Keke (Tricycle),Paved,Rain,High,Parcel,4,7.9,2.1,Midday,Tuesday,False,Weak,255.4
ORD10637,Birnin Kebbi Hub,Birnin Kebbi,3.3,Motorcycle,Paved,Rain,Low,Food,2,0.2,0.8,Evening,Tuesday,False,Weak,23.5
ORD10638,Birnin Kebbi Hub,Birnin Kebbi,5.9,Motorcycle,Paved,Clear,Low,Parcel,0,4.5,1.6,Morning,Friday,False,Weak,22.4
ORD10639,Birnin Kebbi Hub,Birnin Kebbi,4.2,Motorcycle,Paved,Clear,Medium,Bulk Goods,0,38.6,0.4,Midday,Saturday,True,Strong,44.8
ORD10640,Birnin Kebbi Hub,Birnin Kebbi,9.2,Motorcycle,Paved,Clear,Medium,Food,0,2.2,0.3,Afternoon,Saturday,True,Weak,24.3
ORD10641,Birnin Kebbi Hub,Zuru,174.1,Motorcycle,Paved,Harmattan Dust,High,Food,0,1.2,2.7,Evening,Friday,False,Strong,434.6
ORD10642,Birnin Kebbi Hub,Yauri,140.5,Motorcycle,Paved,Clear,Medium,Food,3,2.8,2.3,Afternoon,Monday,False,No Signal,218.6
ORD10643,Birnin Kebbi Hub,Birnin Kebbi,6.0,Keke (Tricycle),Paved,Clear,Medium,Parcel,1,0.3,4.9,Afternoon,Tuesday,False,Weak,35.4
ORD10644,Birnin Kebbi Hub,Birnin Kebbi,5.1,Keke (Tricycle),Paved,Clear,Medium,Parcel,2,1.5,0.9,Morning,Tuesday,False,Weak,55.9
ORD10645,Birnin Kebbi Hub,Argungu,66.5,Van,Paved,Clear,Medium,Documents,1,1.7,4.7,Afternoon,Friday,False,Weak,114.0
ORD10646,Birnin Kebbi Hub,Argungu,68.0,Truck,Paved,Clear,Low,Food,3,0.2,5.6,Midday,Monday,False,Weak,145.5
ORD10647,Birnin Kebbi Hub,Birnin Kebbi,5.0,Van,Paved,Clear,High,Parcel,0,4.6,5.1,Afternoon,Friday,False,Strong,37.5
ORD10648,Birnin Kebbi Hub,Birnin Kebbi,4.8,Motorcycle,Paved,Rain,Low,Parcel,0,5.8,2.0,Evening,Friday,False,Weak,26.3
ORD10649,Birnin Kebbi Hub,Yauri,167.7,Motorcycle,Paved,Clear,Medium,Bulk Goods,0,24.4,0.8,Morning,Wednesday,False,Strong,253.2
ORD10650,Birnin Kebbi Hub,Kamba,151.4,Van,Paved,Clear,Low,Food,1,7.9,1.6,Evening,Wednesday,False,No Signal,177.8
ORD10651,Birnin Kebbi Hub,Argungu,72.7,Motorcycle,Paved,Clear,Medium,Food,3,0.2,2.9,Evening,Wednesday,False,Weak,117.8
ORD10652,Birnin Kebbi Hub,Argungu,69.2,Van,Paved,Harmattan Dust,Medium,Parcel,0,9.4,4.2,Afternoon,Sunday,True,Weak,114.9
ORD10653,Birnin Kebbi Hub,Birnin Kebbi,5.6,Motorcycle,Paved,Clear,Medium,Bulk Goods,1,24.2,1.2,Midday,Saturday,True,Weak,45.6
ORD10654,Birnin Kebbi Hub,Birnin Kebbi,5.7,Keke (Tricycle),Paved,Clear,Medium,Parcel,3,0.2,1.4,Afternoon,Sunday,True,Weak,48.2
ORD10655,Birnin Kebbi Hub,Zuru,160.6,Motorcycle,Unpaved,Harmattan Dust,Medium,Parcel,1,4.6,2.1,Morning,Tuesday,False,No Signal,523.6
ORD10656,Birnin Kebbi Hub,Argungu,70.0,Motorcycle,Paved,Rain,High,Parcel,0,0.2,1.7,Evening,Friday,False,No Signal,238.2
ORD10657,Birnin Kebbi Hub,Bunza,52.9,Motorcycle,Unpaved,Clear,High,Bulk Goods,2,17.2,2.1,Midday,Friday,False,Weak,213.7
ORD10658,Birnin Kebbi Hub,Birnin Kebbi,3.9,Van,Paved,Clear,High,Food,0,6.4,1.8,Afternoon,Tuesday,False,Weak,28.4
ORD10659,Birnin Kebbi Hub,Aliero,37.5,Van,Unpaved,Rain,Low,Parcel,1,3.7,1.4,Afternoon,Wednesday,False,Weak,126.3
ORD10660,Birnin Kebbi Hub,Yauri,172.6,Keke (Tricycle),Paved,Clear,Medium,Parcel,1,4.4,3.1,Morning,Wednesday,False,Weak,393.1
ORD10661,Birnin Kebbi Hub,Kamba,114.5,Motorcycle,Unpaved,Clear,High,Food,3,7.2,3.0,Evening,Sunday,True,Strong,435.0
ORD10662,Birnin Kebbi Hub,Argungu,68.0,Keke (Tricycle),Paved,Harmattan Dust,Medium,Documents,1,8.7,0.7,Midday,Saturday,True,Strong,204.5
ORD10663,Birnin Kebbi Hub,Birnin Kebbi,6.0,Motorcycle,Paved,Clear,Low,Parcel,3,0.2,1.2,Midday,Thursday,False,Weak,33.0
ORD10664,Birnin Kebbi Hub,Kamba,118.9,Van,Unpaved,Clear,Low,Bulk Goods,0,27.7,5.1,Afternoon,Saturday,True,Strong,239.7
ORD10665,Birnin Kebbi Hub,Argungu,64.3,Keke (Tricycle),Paved,Clear,Medium,Food,0,1.2,2.3,Evening,Friday,False,Weak,145.8
ORD10666,Birnin Kebbi Hub,Zuru,180.5,Van,Unpaved,Harmattan Dust,Medium,Parcel,4,1.3,6.3,Afternoon,Sunday,True,Strong,561.8
ORD10667,Birnin Kebbi Hub,Bunza,46.8,Keke (Tricycle),Paved,Clear,Medium,Documents,0,5.7,1.2,Afternoon,Thursday,False,Weak,117.1
ORD10668,Birnin Kebbi Hub,Jega,63.8,Keke (Tricycle),Paved,Clear,High,Food,4,1.6,0.4,Midday,Sunday,True,Strong,225.3
ORD10669,Birnin Kebbi Hub,Birnin Kebbi,6.3,Motorcycle,Paved,Clear,Medium,Parcel,0,0.4,1.1,Afternoon,Tuesday,False,Strong,24.8
ORD10670,Birnin Kebbi Hub,Yauri,153.0,Van,Unpaved,Clear,Medium,Food,4,1.1,2.5,Morning,Monday,False,Strong,402.1
ORD10671,Birnin Kebbi Hub,Bunza,55.4,Motorcycle,Unpaved,Clear,Low,Food,2,6.1,4.7,Morning,Sunday,True,Strong,136.3
ORD10672,Birnin Kebbi Hub,Birnin Kebbi,3.1,Motorcycle,Paved,Harmattan Dust,Medium,Food,0,2.0,1.5,Evening,Monday,False,Strong,14.5
ORD10673,Birnin Kebbi Hub,Bunza,33.3,Keke (Tricycle),Paved,Clear,Low,Parcel,0,5.8,7.3,Morning,Sunday,True,Weak,68.2
ORD10674,Birnin Kebbi Hub,Birnin Kebbi,5.4,Motorcycle,Paved,Clear,Low,Parcel,0,2.9,3.7,Morning,Friday,False,No Signal,31.9
ORD10675,Birnin Kebbi Hub,Birnin Kebbi,7.6,Motorcycle,Paved,Clear,Low,Parcel,0,0.9,1.4,Morning,Thursday,False,No Signal,32.9
ORD10676,Birnin Kebbi Hub,Argungu,66.4,Van,Unpaved,Rain,Low,Food,0,4.5,0.9,Midday,Friday,False,Strong,195.5
ORD10677,Birnin Kebbi Hub,Zuru,172.2,Van,Paved,Clear,Medium,Parcel,2,2.6,2.8,Morning,Monday,False,Strong,254.3
ORD10678,Birnin Kebbi Hub,Argungu,65.4,Motorcycle,Paved,Rain,Low,Documents,0,7.3,3.2,Morning,Thursday,False,Weak,128.0
ORD10679,Birnin Kebbi Hub,Birnin Kebbi,4.6,Motorcycle,Paved,Clear,High,Parcel,3,10.2,1.0,Afternoon,Saturday,True,Weak,57.0
ORD10680,Birnin Kebbi Hub,Zuru,191.4,Keke (Tricycle),Unpaved,Clear,Low,Food,2,3.5,2.2,Midday,Friday,False,No Signal,625.6
ORD10681,Birnin Kebbi Hub,Zuru,170.2,Keke (Tricycle),Unpaved,Harmattan Dust,Low,Documents,2,3.1,2.5,Midday,Sunday,True,Weak,687.3
ORD10682,Birnin Kebbi Hub,Argungu,71.7,Motorcycle,Paved,Rain,Low,Parcel,1,2.2,3.2,Morning,Wednesday,False,Strong,136.3
ORD10683,Birnin Kebbi Hub,Bunza,52.2,Motorcycle,Unpaved,Clear,High,Parcel,2,1.4,1.6,Morning,Saturday,True,Weak,210.0
ORD10684,Birnin Kebbi Hub,Birnin Kebbi,3.6,Motorcycle,Unpaved,Harmattan Dust,Medium,Parcel,0,5.4,2.1,Morning,Tuesday,False,No Signal,37.8
ORD10685,Birnin Kebbi Hub,Birnin Kebbi,6.0,Keke (Tricycle),Paved,Clear,Medium,Food,0,3.9,1.8,Midday,Saturday,True,Strong,30.7
ORD10686,Birnin Kebbi Hub,Birnin Kebbi,9.0,Van,Paved,Clear,Low,Parcel,0,6.6,0.6,Afternoon,Sunday,True,Weak,33.6
ORD10687,Birnin Kebbi Hub,Birnin Kebbi,7.5,Motorcycle,Paved,Harmattan Dust,Low,Parcel,0,7.0,1.2,Morning,Thursday,False,Weak,31.9
ORD10688,Birnin Kebbi Hub,Jega,44.1,Keke (Tricycle),Unpaved,Harmattan Dust,Low,Parcel,0,3.9,0.5,Afternoon,Sunday,True,Weak,206.3
ORD10689,Birnin Kebbi Hub,Bunza,46.0,Truck,Paved,Clear,Low,Food,0,0.7,4.5,Midday,Wednesday,False,Strong,76.1
ORD10690,Birnin Kebbi Hub,Birnin Kebbi,5.7,Motorcycle,Paved,Clear,High,Parcel,0,8.8,1.2,Morning,Sunday,True,Weak,46.9
ORD10691,Birnin Kebbi Hub,Yauri,131.1,Motorcycle,Paved,Clear,Medium,Bulk Goods,0,28.2,4.8,Midday,Monday,False,Strong,193.8
ORD10692,Birnin Kebbi Hub,Birnin Kebbi,4.1,Keke (Tricycle),Paved,Clear,Medium,Parcel,0,2.9,2.8,Evening,Sunday,True,Strong,22.1
ORD10693,Birnin Kebbi Hub,Argungu,73.3,Keke (Tricycle),Paved,Clear,High,Parcel,0,12.7,2.9,Morning,Wednesday,False,Strong,243.9
ORD10694,Birnin Kebbi Hub,Kamba,137.3,Motorcycle,Unpaved,Harmattan Dust,Medium,Parcel,0,6.4,6.0,Afternoon,Tuesday,False,Weak,445.6
ORD10695,Birnin Kebbi Hub,Birnin Kebbi,8.1,Motorcycle,Paved,Clear,Medium,Parcel,0,3.2,1.3,Midday,Sunday,True,Weak,42.7
ORD10696,Birnin Kebbi Hub,Bunza,44.4,Keke (Tricycle),Paved,Rain,Medium,Bulk Goods,0,35.0,1.2,Morning,Saturday,True,Weak,189.8
ORD10697,Birnin Kebbi Hub,Zuru,149.2,Motorcycle,Unpaved,Clear,Medium,Parcel,1,5.4,7.2,Morning,Tuesday,False,Strong,379.6
ORD10698,Birnin Kebbi Hub,Argungu,61.2,Motorcycle,Unpaved,Clear,Medium,Food,0,7.8,1.9,Midday,Thursday,False,No Signal,169.7
ORD10699,Birnin Kebbi Hub,Argungu,66.2,Keke (Tricycle),Paved,Harmattan Dust,Low,Bulk Goods,3,52.1,3.6,Morning,Sunday,True,Strong,206.7
